Date,Close,High,Low,Open,Volume
2020-03-27,232.95411682128906,239.74730912483307,230.7755195385793,232.81623624384227,224341200
2020-03-30,240.51954650878906,241.23655379734308,233.05530959383546,235.050062078814,171369500
2020-03-31,236.93447875976562,242.06383359967347,235.52804049293425,239.5175449357564,194881100
2020-04-01,226.2712860107422,236.85176448420262,224.20299266868236,227.9534996121323,189554600
2020-04-02,231.4925994873047,232.27394638304975,224.83728566556516,225.38883620204277,177660400
2020-04-03,228.1465301513672,232.86224312191504,225.41638201331432,230.50897330571124,135561200
2020-04-06,243.47023010253906,245.43741989221715,228.12810503836027,237.0171664651333,188061200
2020-04-07,243.71852111816406,252.8190070197748,243.49791211907876,252.06522220219827,201427200
2020-04-08,251.8997039794922,253.71061054645543,243.82876611393948,246.31990229743062,153774500
2020-04-09,255.73292541503906,258.49064914825794,253.22338671872393,255.16297227897329,189999200
2020-04-13,253.3981475830078,255.09875018556286,249.49137070961035,254.7586352756574,114839100
2020-04-14,260.8714904785156,261.8918348329773,253.26017380887484,258.28842472821,134143400
2020-04-15,255.3285369873047,261.0094429241634,253.21426463121037,255.15387885192655,121775000
2020-04-16,256.560302734375,257.4151905782351,253.49003955687044,256.6062535871755,131798300
2020-04-17,263.4913635253906,264.09803815159717,259.5937609848719,262.33311040568213,146684800
2020-04-20,258.8492431640625,263.6293107862759,258.62863415329286,259.7868595128614,100109300
2020-04-21,250.9896240234375,255.58583000367105,250.05198004954025,254.38162628109106,126385700
2020-04-22,256.560302734375,258.30685593614993,254.5471616484955,255.87087162422512,92951600
2020-04-23,256.5419616699219,261.0094909260674,256.2386242518092,257.83809583519155,104709700
2020-04-24,260.11767578125,260.7887319364583,256.00866661684114,258.0585845312066,85063200
2020-04-27,263.8682556152344,264.98973134296574,261.6345055515394,262.09412629154366,77896600
2020-04-28,262.6549072265625,267.8669912848749,262.35154179491997,267.51767499536015,105270000
2020-04-29,269.5307312011719,271.0658765011641,266.9568668064149,267.9864125643177,118745600
2020-04-30,267.0212707519531,269.63191314520935,265.2838909183048,268.1519197995434,122901700
2020-05-01,259.95233154296875,267.1867582133852,258.78487679464763,262.26881020124006,125180000
2020-05-04,260.6692810058594,260.97261831344605,256.58784709475344,258.06781222922524,80873200
2020-05-05,263.07769775390625,265.8905741855777,260.79796898937275,263.4913676039255,79569900
2020-05-06,261.2944030761719,265.1644020355753,260.86235843797067,264.7783363053678,73632600
2020-05-07,264.4473571777344,266.3777697134358,263.9417856328459,264.51171080796263,75250400
2020-05-08,268.8230285644531,269.29185077977314,266.4513694136883,267.5820467346835,76452400
2020-05-11,268.878173828125,270.2570362580128,266.4697652724054,266.8926085627232,79514200
2020-05-12,263.51898193359375,270.4776190002841,263.3810732615767,270.0639771433086,95870800
2020-05-13,258.8584289550781,263.9969859100772,256.43161777077114,262.95823845859854,144721100
2020-05-14,261.9562072753906,262.08488647615417,250.94368586031882,256.42238447612806,121977900
2020-05-15,263.1604309082031,263.2063817576998,258.61937607827673,259.56619361268525,111146300
2020-05-18,271.1762390136719,272.78491161799025,269.06199481206295,269.3837068905075,119703800
2020-05-19,268.3909912109375,272.28856691039573,268.3726164766487,270.57879087156795,95189300
2020-05-20,272.9504089355469,273.8144983071531,271.7002537911972,271.930064197411,85861700
2020-05-21,271.06591796875,273.63060941899073,269.97201842037936,272.82167247031106,78293900
2020-05-22,271.5807189941406,271.755377128521,269.5400016819818,270.7809833540963,63958200
2020-05-26,274.9267272949219,277.7855828624157,271.59907765243577,277.5465711025609,88951400
2020-05-27,279.0173034667969,279.05408097269293,272.89515320041767,277.72116990088165,104817400
2020-05-28,278.5025939941406,282.0600540546706,277.8315376106127,280.0469129571108,90405200
2020-05-29,279.7435607910156,280.3318607230198,275.28523421175083,278.03375713092686,119090800
