Date,Close,High,Low,Open,Volume
2007-10-01,109.60508728027344,109.9247370133418,108.32647750910904,108.39751560040911,148162300
2007-10-02,109.45590209960938,109.85368936293729,109.25700846794541,109.82528063222387,112978800
2007-10-03,109.23572540283203,109.68324160082679,108.68876236515983,109.25703466569915,119055900
2007-10-04,109.40626525878906,109.57673944729189,109.10081427289141,109.47019307947762,76864400
2007-10-05,110.7061767578125,110.88376124998808,109.83956356888392,110.12369442080595,134579700
2007-10-08,110.1165542602539,110.45041384931041,109.9389698336874,110.37937574312652,71280400
2007-10-09,111.1536865234375,111.16789631824172,110.12369859753363,110.52859645772142,94054300
2007-10-10,110.96894836425781,111.12522351410747,110.39357660294424,110.84108195124794,101711100
2007-10-11,110.43618774414062,111.89238199462243,109.77556813869052,111.47327457228671,233529100
2007-10-12,111.0470962524414,111.06130604162718,110.29414000899608,110.42910590902747,124546700
2007-10-15,110.10944366455078,111.06840390111344,109.34938795701541,111.00447610904746,161151900
2007-10-16,109.23572540283203,109.7613791776371,109.01552246061003,109.68324160082679,166525700
2007-10-17,109.56956481933594,110.16624574765044,108.30516487362114,110.0881081852123,216687300
2007-10-18,109.1717758178711,109.52694457993645,108.73846949459575,109.00129091007916,148367500
2007-10-19,106.31624603271484,111.15364420722663,106.30914655746433,108.74559975229327,297169900
2007-10-22,106.93424224853516,107.09051742376336,105.59881462234983,105.74088000740436,261989800
2007-10-23,107.80084991455078,107.93581581736328,106.72824384513054,107.5877572668401,180085100
2007-10-24,107.60196685791016,107.78666162271486,105.72667550035825,107.41018345600557,326694200
2007-10-25,107.8576889038086,108.1773387458908,106.46543288619444,107.72272298764408,237374500
2007-10-26,109.12207794189453,109.12207794189453,107.90029618670998,108.72429054976813,176484000
2007-10-29,109.48433685302734,109.70453977298766,109.07233974775997,109.3422606630864,106841000
2007-10-30,108.72427368164062,109.21440837050166,108.58930780048853,109.00130491809793,132981600
2007-10-31,109.85372161865234,110.29413836570244,108.56801210827702,109.37779665750692,220954400
2007-11-01,107.28231048583984,108.97291781457874,106.96976013878957,108.88766991335976,333040800
